Ngày,VCB_Lần cuối,VCB_Mở,VCB_Cao,VCB_Thấp,VCB_KL,VCB_% Thay đổi,ACB_Lần cuối,ACB_Mở,ACB_Cao,ACB_Thấp,ACB_KL,ACB_% Thay đổi,BCM_Lần cuối,BCM_Mở,BCM_Cao,BCM_Thấp,BCM_KL,BCM_% Thay đổi,BID_Lần cuối,BID_Mở,BID_Cao,BID_Thấp,BID_KL,BID_% Thay đổi,CTG_Lần cuối,CTG_Mở,CTG_Cao,CTG_Thấp,CTG_KL,CTG_% Thay đổi,DGC_Lần cuối,DGC_Mở,DGC_Cao,DGC_Thấp,DGC_KL,DGC_% Thay đổi,FPT_Lần cuối,FPT_Mở,FPT_Cao,FPT_Thấp,FPT_KL,FPT_% Thay đổi,GAS_Lần cuối,GAS_Mở,GAS_Cao,GAS_Thấp,GAS_KL,GAS_% Thay đổi,GVR_Lần cuối,GVR_Mở,GVR_Cao,GVR_Thấp,GVR_KL,GVR_% Thay đổi,HDB_Lần cuối,HDB_Mở,HDB_Cao,HDB_Thấp,HDB_KL,HDB_% Thay đổi,HPG_Lần cuối,HPG_Mở,HPG_Cao,HPG_Thấp,HPG_KL,HPG_% Thay đổi,LPB_Lần cuối,LPB_Mở,LPB_Cao,LPB_Thấp,LPB_KL,LPB_% Thay đổi,MBB_Lần cuối,MBB_Mở,MBB_Cao,MBB_Thấp,MBB_KL,MBB_% Thay đổi,MSN_Lần cuối,MSN_Mở,MSN_Cao,MSN_Thấp,MSN_KL,MSN_% Thay đổi,MWG_Lần cuối,MWG_Mở,MWG_Cao,MWG_Thấp,MWG_KL,MWG_% Thay đổi,PLX_Lần cuối,PLX_Mở,PLX_Cao,PLX_Thấp,PLX_KL,PLX_% Thay đổi,SAB_Lần cuối,SAB_Mở,SAB_Cao,SAB_Thấp,SAB_KL,SAB_% Thay đổi,SHB_Lần cuối,SHB_Mở,SHB_Cao,SHB_Thấp,SHB_KL,SHB_% Thay đổi,SSB_Lần cuối,SSB_Mở,SSB_Cao,SSB_Thấp,SSB_KL,SSB_% Thay đổi,SSI_Lần cuối,SSI_Mở,SSI_Cao,SSI_Thấp,SSI_KL,SSI_% Thay đổi,STB_Lần cuối,STB_Mở,STB_Cao,STB_Thấp,STB_KL,STB_% Thay đổi,TCB_Lần cuối,TCB_Mở,TCB_Cao,TCB_Thấp,TCB_KL,TCB_% Thay đổi,TPB_Lần cuối,TPB_Mở,TPB_Cao,TPB_Thấp,TPB_KL,TPB_% Thay đổi,VHM_Lần cuối,VHM_Mở,VHM_Cao,VHM_Thấp,VHM_KL,VHM_% Thay đổi,VIB_Lần cuối,VIB_Mở,VIB_Cao,VIB_Thấp,VIB_KL,VIB_% Thay đổi,VIC_Lần cuối,VIC_Mở,VIC_Cao,VIC_Thấp,VIC_KL,VIC_% Thay đổi,VJC_Lần cuối,VJC_Mở,VJC_Cao,VJC_Thấp,VJC_KL,VJC_% Thay đổi,VN30_Lần cuối,VN30_Mở,VN30_Cao,VN30_Thấp,VN30_KL,VN30_% Thay đổi,VNM_Lần cuối,VNM_Mở,VNM_Cao,VNM_Thấp,VNM_KL,VNM_% Thay đổi,VPB_Lần cuối,VPB_Mở,VPB_Cao,VPB_Thấp,VPB_KL,VPB_% Thay đổi,VRE_Lần cuối,VRE_Mở,VRE_Cao,VRE_Thấp,VRE_KL,VRE_% Thay đổi
2021-09-07,77419.0,77342.0,78038.0,77264.0,1330000.0,0.0,26000.0,25920.0,26200.0,25760.0,9950000.0,1.4,47267.0,47710.0,47710.0,46282.0,248900.0,-1.03,31419.7,31103.2,31815.5,30984.5,2150000.0,1.53,31870.3,31382.2,32163.1,31382.2,10820000.0,1.87,49269.0,49398.0,49655.0,48625.0,2690000.0,-1.12,48506.3,49440.1,49440.1,48506.3,4179999.9999999995,-1.48,59630.3,60840.3,60907.6,59630.3,907840.0,-1.88,37839.0,38277.0,38910.0,37644.0,6220000.0,-1.14,21360.0,21280.0,21360.0,21080.0,2440000.0,1.33,29068.9,29584.9,29814.3,29011.6,53620000.0,-0.98,14110.0,14049.0,14354.0,13988.0,11660000.0,1.1,12937.9,12892.7,13051.0,12824.8,42710000.0,1.06,107376.0,108535.0,108535.0,107128.0,1850000.0,-0.99,54794.0,55340.0,55390.0,54644.0,1790000.0,-0.63,48346.0,49018.0,49306.0,48059.0,1210000.0,-1.37,142667.0,143434.0,144682.0,142475.0,128900.0,-0.34,18709.3,18639.0,19131.4,18639.0,22540000.0,0.38,26493.2,26235.7,26493.2,25867.7,5230000.0,0.28,36765.4,36826.3,37374.1,36400.2,38130000.0,0.67,27900.0,27750.0,28350.0,27550.0,13780000.0,1.27,49650.0,49050.0,50400.0,49050.0,11610000.0,1.43,24299.0,23297.0,24365.0,23231.0,15280000.0,4.6,81033.0,80589.0,82068.0,80219.0,15080000.0,1.11,14342.0,14106.0,14519.0,14106.0,3190000.0,1.96,93900.0,95500.0,95500.0,93900.0,2280000.0,-1.16,124600.0,125500.0,125500.0,123800.0,821500.0,-0.88,1444.1,1446.0,1454.82,1441.69,205270.0,0.18,80618.2,82019.4,82019.4,80618.2,2620000.0,-0.58,23518.8,22666.9,23629.9,22666.9,28390000.0,3.93,27200.0,28000.0,28100.0,27200.0,3360000.0,-3.2
2021-09-08,77187.0,77419.0,77496.0,74942.0,1100000.0,-0.3,25720.0,26000.0,26200.0,25680.0,5940000.0,-1.08,47956.0,46381.0,48252.0,46381.0,217300.0,1.46,31340.6,31815.5,31973.7,31261.5,1790000.0,-0.25,31382.2,32016.7,32260.7,31235.8,8359999.999999999,-1.53,49827.0,48839.0,50171.0,48839.0,937880.0,1.13,48298.7,48506.3,48869.4,48143.1,2650000.0,-0.43,59025.2,59630.3,59831.9,58958.0,694030.0,-1.01,37985.0,37887.0,38667.0,37498.0,4270000.0,0.39,21400.0,21600.0,21600.0,21280.0,2900000.0,0.19,29412.9,29068.9,29756.9,28896.9,56700000.0,1.18,14232.0,14262.0,14354.0,14018.0,7990000.0,0.86,12802.2,13028.4,13028.4,12757.0,19600000.0,-1.05,105887.0,106715.0,107542.0,105887.0,1670000.0,-1.39,55340.0,54794.0,55340.0,54644.0,1370000.0,1.0,47291.0,48346.0,48442.0,47291.0,915600.0,-2.18,143818.0,142763.0,143818.0,142283.0,99900.0,0.81,18639.0,18850.0,19061.0,18639.0,21170000.0,-0.38,26198.9,26456.4,26456.4,26088.5,4950000.0,-1.11,39317.5,39317.5,39317.5,39139.8,15490000.0,6.94,27300.0,27900.0,28100.0,27300.0,9670000.0,-2.15,48800.0,49600.0,49650.0,48600.0,7150000.0,-1.71,24098.0,24365.0,24666.0,24032.0,8740000.0,-0.83,79776.0,81107.0,81328.0,79628.0,12100000.0,-1.55,14361.0,14460.0,14636.0,14302.0,2940000.0,0.14,92000.0,94000.0,94300.0,92000.0,2510000.0,-2.02,124600.0,124600.0,124600.0,123000.0,813400.0,0.0,1433.71,1447.43,1448.44,1431.38,152210.0,-0.72,79777.4,80618.2,80618.2,79684.0,3680000.0,-1.04,22963.2,23555.8,23592.9,22963.2,14090000.0,-2.36,27100.0,27450.0,27450.0,27050.0,2290000.0,-0.37
2021-09-09,76877.0,77187.0,77496.0,76335.0,1040000.0,-0.4,25960.0,25600.0,25960.0,25560.0,4290000.0,0.93,47858.0,47956.0,47956.0,46282.0,377300.0,-0.2,31498.9,31340.6,31498.9,31301.0,1060000.0,0.51,31626.3,31382.2,31626.3,31333.4,7650000.0,0.78,49655.0,49827.0,49913.0,49527.0,660770.0,-0.35,48350.6,48298.7,48713.8,48143.1,2540000.0,0.11,59563.0,59428.6,59899.2,59226.9,560390.0,0.91,38910.0,38033.0,38910.0,37887.0,4010000.0,2.44,21120.0,21280.0,21400.0,20880.0,2460000.0,-1.31,29756.9,29584.9,30043.6,29527.6,63010000.0,1.17,14232.0,14201.0,14262.0,14049.0,7000000.0,0.0,12847.4,12757.0,12892.7,12666.5,21990000.0,0.35,108369.0,105722.0,109362.0,105556.0,1230000.0,2.34,59066.0,55539.0,59066.0,55340.0,5090000.0,6.73,48538.0,47483.0,48730.0,47483.0,746700.0,2.64,142763.0,144010.0,144010.0,142091.0,79700.0,-0.73,18568.7,18639.0,18779.7,18498.3,17610000.0,-0.38,26493.2,26162.1,26493.2,26051.7,4860000.0,1.12,39050.9,39450.8,40250.4,38873.2,21430000.0,-0.68,27350.0,27150.0,27500.0,27100.0,9340000.0,0.18,49300.0,48500.0,49500.0,48500.0,7850000.0,1.02,25233.0,24098.0,25300.0,23932.0,16910000.0,4.71,79628.0,79480.0,80515.0,79184.0,12900000.0,-0.19,14381.0,14381.0,14381.0,14224.0,993520.0,0.14,91300.0,92200.0,92400.0,91300.0,2700000.0,-0.76,129000.0,124600.0,129000.0,124000.0,1230000.0,3.53,1447.28,1432.84,1449.16,1431.55,166190.0,0.95,79590.6,79777.4,79870.9,79403.8,2450000.0,-0.23,23481.7,22963.2,23518.8,22963.2,16649999.999999998,2.26,27450.0,27100.0,27950.0,27050.0,3540000.0,1.29
2021-09-10,76800.0,77264.0,77264.0,76335.0,1090000.0,-0.1,25840.0,26000.0,26040.0,25800.0,5130000.0,-0.46,47612.0,47759.0,47858.0,46676.0,381900.0,-0.51,31380.2,31657.2,31657.2,31340.6,998400.0,-0.38,31528.6,31723.9,31919.1,31528.6,6650000.0,-0.31,50386.0,49999.0,50686.0,49741.0,931580.0,1.47,48506.3,48454.4,48973.2,48454.4,2630000.0,0.32,59563.0,59495.8,60033.6,59495.8,530890.0,0.0,38277.0,38959.0,38959.0,38180.0,3420000.0,-1.63,20720.0,21040.0,21120.0,20720.0,3260000.0,-1.89,29527.6,29814.3,29928.9,29470.3,29550000.0,-0.77,14110.0,14232.0,14262.0,13988.0,8450000.0,-0.86,12757.0,12847.4,12847.4,12757.0,17760000.0,-0.7,107542.0,108783.0,109527.0,107542.0,853560.0,-0.76,59066.0,59115.0,59264.0,58172.0,1840000.0,0.0,48442.0,48826.0,48922.0,48442.0,702400.0,-0.2,145257.0,142667.0,145737.0,142667.0,157900.0,1.75,18498.3,18639.0,18850.0,18498.3,16700000.0,-0.38,26493.2,26493.2,26530.0,26235.7,3790000.0,0.0,38917.6,39095.3,39361.9,38739.9,11080000.0,-0.34,27200.0,27500.0,27600.0,27150.0,10700000.0,-0.55,49300.0,49800.0,49800.0,49000.0,7220000.0,0.0,24966.0,25367.0,25700.0,24966.0,10570000.0,-1.06,79480.0,79850.0,80515.0,79480.0,19750000.0,-0.19,14263.0,14401.0,14420.0,14185.0,1570000.0,-0.82,91300.0,91800.0,92000.0,91300.0,1610000.0,0.0,129800.0,129500.0,130000.0,129200.0,921800.0,0.62,1448.33,1451.78,1453.81,1447.44,139150.0,0.07,80805.0,79590.6,81272.1,79403.8,3960000.0,1.53,23926.2,23555.8,24222.5,23555.8,27650000.0,1.89,28000.0,27600.0,28350.0,27600.0,5820000.0,2.0
2021-09-13,75948.0,76490.0,76645.0,75948.0,1330000.0,-1.11,25520.0,25840.0,25840.0,25520.0,6500000.0,-1.24,47759.0,47612.0,47759.0,46824.0,177200.0,0.31,30984.5,31380.2,31380.2,30865.7,2180000.0,-1.26,31089.4,31479.8,31577.4,31040.6,8460000.0,-1.39,53908.0,50686.0,53908.0,50686.0,4220000.0,6.99,48246.9,48558.1,48765.6,48195.0,2920000.0,-0.53,59563.0,60369.8,60369.8,59563.0,773330.0,0.0,36719.0,38180.0,38277.0,36524.0,7510000.0,-4.07,20160.0,20760.0,20760.0,20160.0,3420000.0,-2.7,29126.3,29527.6,29527.6,29068.9,46720000.0,-1.36,13804.0,13926.0,14049.0,13682.0,7110000.0,-2.17,12621.3,12643.9,12802.2,12553.4,28900000.0,-1.06,108038.0,108369.0,109196.0,107625.0,1520000.0,0.46,62096.0,59066.0,62096.0,59016.0,4540000.0,5.13,48250.0,48730.0,49018.0,48250.0,1200000.0,-0.4,154947.0,150150.0,155331.0,149191.0,950000.0,6.67,18217.0,18779.7,18779.7,18217.0,18650000.0,-1.52,26198.9,26346.0,26493.2,25867.7,4540000.0,-1.11,38739.9,38917.6,38917.6,37940.3,12810000.0,-0.46,26900.0,27250.0,27300.0,26800.0,10650000.0,-1.1,48950.0,49150.0,49450.0,48900.0,6800000.0,-0.71,25433.0,25033.0,25834.0,24899.0,9410000.0,1.87,79110.0,79850.0,79924.0,78962.0,12770000.0,-0.47,14106.0,14224.0,14263.0,14027.0,1870000.0,-1.1,92000.0,91800.0,93400.0,91600.0,1830000.0,0.77,128000.0,129800.0,129800.0,128000.0,1020000.0,-1.39,1444.99,1450.0,1454.72,1444.71,162870.0,-0.23,81458.9,80805.0,81645.8,80618.2,2960000.0,0.81,24000.3,24074.3,24444.7,23963.2,20110000.0,0.31,27900.0,28100.0,28300.0,27850.0,4680000.0,-0.36
2021-09-14,76103.0,75948.0,76258.0,75096.0,1570000.0,0.2,25200.0,25480.0,25600.0,25200.0,5640000.0,-1.25,47759.0,47759.0,47759.0,46824.0,378800.0,0.0,30628.3,30944.9,30984.5,30549.2,1780000.0,-1.15,30454.9,31138.2,31284.6,30454.9,9000000.0,-2.04,54896.0,54810.0,55540.0,54337.0,2040000.0,1.83,48661.9,48402.5,49128.8,48246.9,4600000.0,0.86,59831.9,60235.3,60571.4,59697.5,843550.0,0.45,37011.0,36524.0,37303.0,36134.0,3670000.0,0.8,19840.0,20080.0,20360.0,19840.0,2650000.0,-1.59,28839.6,29126.3,29240.9,28782.2,38490000.0,-0.98,13468.0,13743.0,13774.0,13468.0,8610000.0,-2.43,12485.5,12530.8,12666.5,12485.5,20050000.0,-1.08,112092.0,109031.0,112257.0,108204.0,3080000.0,3.75,61848.0,61599.0,61997.0,60655.0,2150000.0,-0.4,48059.0,48730.0,48730.0,48059.0,648500.0,-0.4,159265.0,155331.0,162143.0,153988.0,368000.0,2.79,18006.0,18287.3,18428.0,17654.3,17770000.0,-1.16,26198.9,26198.9,26346.0,26088.5,2740000.0,0.0,37762.6,38295.7,38473.4,37762.6,8890000.0,-2.52,26650.0,26900.0,27200.0,26650.0,12640000.0,-0.93,48500.0,48950.0,49100.0,48500.0,6140000.0,-0.92,25100.0,25100.0,25634.0,25066.0,8270000.0,-1.31,79110.0,79110.0,80145.0,78888.0,14260000.0,0.0,13910.0,14106.0,14106.0,13890.0,1860000.0,-1.39,92000.0,92300.0,92900.0,91900.0,1420000.0,0.0,125800.0,127400.0,127800.0,125000.0,886300.0,-1.72,1438.16,1444.24,1448.71,1436.98,148170.0,-0.47,81272.1,81458.9,81552.4,80898.4,2480000.0,-0.23,23666.9,24000.3,24000.3,23592.9,16670000.000000002,-1.39,28300.0,28500.0,28800.0,28200.0,6600000.0,1.43
2021-09-15,75174.0,76103.0,76103.0,75174.0,1020000.0,-1.22,24960.0,25200.0,25200.0,24920.0,6220000.0,-0.95,47267.0,47661.0,47661.0,46873.0,126700.0,-1.03,30707.5,30549.2,30865.7,30549.2,1330000.0,0.26,30406.1,30259.7,30747.7,30259.7,7130000.0,-0.16,55240.0,54982.0,55325.0,54767.0,2320000.0,0.63,48817.5,48661.9,48973.2,48402.5,3080000.0,0.32,61512.6,60168.1,62050.4,59495.8,1740000.0,2.81,37498.0,36475.0,37790.0,36475.0,2470000.0,1.32,19800.0,19840.0,20000.0,19760.0,2420000.0,-0.2,29584.9,28724.9,29814.3,28610.2,44460000.0,2.58,13499.0,13438.0,13774.0,13316.0,6240000.0,0.23,12417.7,12440.3,12485.5,12304.6,25040000.0,-0.54,119868.0,111678.0,119868.0,111678.0,3360000.0,6.94,61897.0,61351.0,62096.0,61003.0,1460000.0,0.08,48826.0,48059.0,48826.0,48059.0,847800.0,1.6,159265.0,159265.0,159265.0,152069.0,239700.0,0.0,18006.0,18006.0,18076.3,17654.3,14580000.0,0.0,26309.3,26198.9,26309.3,26088.5,2700000.0,0.42,38118.0,37318.3,38340.1,37229.4,8240000.0,0.94,26600.0,26650.0,26900.0,26550.0,10160000.0,-0.19,48400.0,48200.0,48800.0,48100.0,5040000.0,-0.21,25534.0,25033.0,25700.0,24699.0,9390000.0,1.73,79577.0,79965.0,81131.0,78411.0,9290000.0,0.59,13811.0,13831.0,13910.0,13752.0,1240000.0,-0.71,91400.0,92000.0,92400.0,91300.0,1040000.0,-0.65,126000.0,125300.0,126400.0,125300.0,688100.0,0.16,1444.85,1433.17,1447.64,1432.76,130110.00000000001,0.47,80431.4,81085.3,81085.3,80431.4,2430000.0,-1.03,23666.9,23407.7,23741.0,23370.6,11210000.0,0.0,28550.0,28000.0,28650.0,28000.0,4860000.0,0.88
2021-09-16,75948.0,76567.0,76567.0,75484.0,727830.0,1.03,25040.0,25000.0,25240.0,24960.0,4320000.0,0.32,47267.0,47267.0,47267.0,46725.0,109700.0,0.0,31182.3,30944.9,31261.5,30905.3,1840000.0,1.55,30894.2,30747.7,31284.6,30650.1,6370000.0,1.61,57001.0,55841.0,57602.0,55540.0,2290000.0,3.19,49128.8,48973.2,49284.4,48869.4,3510000.0,0.64,62252.1,61848.7,62386.6,61781.5,1240000.0,1.2,37400.0,37108.0,37790.0,37108.0,2230000.0,-0.26,20080.0,20000.0,20160.0,19840.0,2120000.0,1.41,29412.9,29814.3,29986.3,29412.9,30860000.0,-0.58,13499.0,13529.0,13682.0,13468.0,4790000.0,0.0,12576.0,12440.3,12576.0,12440.3,20480000.0,1.28,123921.0,121605.0,124087.0,120116.0,2740000.0,3.38,61401.0,61848.0,61848.0,61003.0,1560000.0,-0.8,48922.0,49210.0,49689.0,48730.0,1010000.0,0.2,154468.0,156482.0,156578.0,152069.0,200200.0,-3.01,18357.7,18076.3,18639.0,18006.0,14600000.0,1.95,26309.3,26346.0,26456.4,25941.3,4160000.0,0.0,37762.6,38251.2,38384.5,37629.3,5160000.0,-0.93,26750.0,26900.0,26950.0,26600.0,5190000.0,0.56,49100.0,48900.0,49150.0,48600.0,5520000.0,1.45,25801.0,25700.0,26235.0,25500.0,7060000.0,1.05,77828.0,79674.0,80160.0,77730.0,7930000.0,-2.2,13831.0,13870.0,14263.0,13811.0,972340.0,0.14,87800.0,91400.0,91400.0,87800.0,15130000.0,-3.94,126000.0,126000.0,126200.0,125100.0,713100.0,0.0,1448.98,1452.89,1454.23,1442.77,134630.0,0.29,80711.6,80805.0,80805.0,80244.5,1830000.0,0.35,24074.3,23815.1,24074.3,23778.0,12690000.0,1.72,30000.0,28800.0,30300.0,28700.0,14830000.0,5.08
2021-09-17,75251.0,75484.0,76180.0,75251.0,1280000.0,-0.92,25280.0,25280.0,25440.0,25080.0,5720000.0,0.96,47021.0,46775.0,47021.0,45593.0,249500.0,-0.52,31657.2,31340.6,32013.3,31340.6,2240000.0,1.52,31040.6,30991.8,31382.2,30943.0,6830000.0,0.47,60952.0,58805.0,60952.0,57946.0,4370000.0,6.93,49647.6,49543.8,50322.0,49491.9,6070000.0,1.06,61781.5,61983.2,62386.6,61647.1,1050000.0,-0.76,37547.0,37498.0,38131.0,37011.0,3730000.0,0.39,20360.0,20160.0,20360.0,20160.0,2770000.0,1.39,29699.6,29470.3,29814.3,29412.9,42130000.0,0.97,13682.0,13499.0,13804.0,13499.0,8230000.0,1.36,12598.6,12666.5,12666.5,12508.2,20350000.0,0.18,120778.0,122432.0,123673.0,120364.0,2870000.0,-2.54,61102.0,61401.0,61599.0,60705.0,1840000.0,-0.49,48634.0,49210.0,49210.0,48634.0,893600.0,-0.59,154468.0,153508.0,154468.0,151206.0,796700.0,0.0,18850.0,18639.0,18990.7,18498.3,19910000.0,2.68,26456.4,26309.3,26456.4,26198.9,4059999.9999999995,0.56,38206.8,37807.0,39050.9,37584.8,14950000.0,1.18,26800.0,26900.0,27100.0,26700.0,16370000.000000002,0.19,49750.0,49200.0,49900.0,49200.0,8270000.0,1.32,27236.0,25901.0,27236.0,25767.0,15980000.0,5.56,78896.0,77828.0,79188.0,77342.0,6870000.0,1.37,14145.0,13851.0,14224.0,13831.0,1580000.0,2.27,86800.0,88000.0,89200.0,86800.0,5570000.0,-1.14,124900.0,126000.0,126100.0,124000.0,1240000.0,-0.87,1455.59,1452.31,1459.94,1451.38,188920.0,0.46,80805.0,80711.6,82579.9,80618.2,5290000.0,0.12,24815.1,24259.5,24963.2,24222.5,35280000.0,3.08,29200.0,30200.0,30450.0,29200.0,11870000.0,-2.67
2021-09-20,77109.0,75329.0,78193.0,75329.0,1630000.0,2.47,25680.0,25600.0,25840.0,25480.0,7980000.0,1.58,45987.0,46282.0,46775.0,45790.0,96400.0,-2.2,31578.0,31696.7,31894.6,31578.0,2460000.0,-0.25,31089.4,31528.6,31528.6,31089.4,8740000.0,0.16,63358.0,64432.0,65205.0,62714.0,3460000.0,3.95,48973.2,49803.2,49907.0,48817.5,4610000.0,-1.36,59697.5,61781.5,61781.5,59697.5,1910000.0,-3.37,36426.0,37693.0,37985.0,36426.0,4250000.0,-2.98,20560.0,20640.0,20800.0,20560.0,2330000.0,0.98,29412.9,30043.6,30043.6,29183.6,55480000.0,-0.97,14324.0,13896.0,14476.0,13896.0,17820000.0,4.69,12779.6,12734.3,12892.7,12711.7,34910000.0,1.44,118296.0,120860.0,122846.0,118296.0,1260000.0,-2.06,61102.0,62046.0,63090.0,60308.0,2740000.0,0.0,47963.0,48634.0,49210.0,47963.0,1140000.0,-1.38,151877.0,155427.0,155427.0,151877.0,103500.0,-1.68,18990.7,18850.0,19272.0,18709.3,21230000.0,0.75,26493.2,26419.6,26566.8,26382.8,2980000.0,0.14,38029.1,38828.8,38873.2,37984.7,8070000.0,-0.47,27100.0,27000.0,27500.0,26900.0,17460000.0,1.12,50700.0,50500.0,51600.0,50100.0,13070000.0,1.91,26769.0,27369.0,27903.0,26368.0,12070000.0,-1.71,77633.0,78508.0,78799.0,77633.0,5460000.0,-1.6,15128.0,14302.0,15128.0,14302.0,8680000.0,6.94,86700.0,87000.0,88900.0,86000.0,4010000.0,-0.12,124200.0,125000.0,125900.0,123500.0,704400.0,-0.56,1458.66,1468.11,1474.66,1454.95,180840.0,0.21,82860.2,81832.6,83233.8,81552.4,5450000.0,2.54,25000.3,25370.7,25481.8,24852.1,21930000.0,0.75,29300.0,29600.0,30150.0,29200.0,6020000.0,0.34
2021-09-21,75871.0,77032.0,77264.0,75871.0,1100000.0,-1.61,25440.0,25440.0,25600.0,25160.0,4850000.0,-0.93,44510.0,45987.0,45987.0,43377.0,127400.0,-3.21,31380.2,31261.5,31498.9,31024.0,1920000.0,-0.63,30747.7,30747.7,30943.0,30552.5,8140000.000000001,-1.1,67310.0,62069.0,67653.0,62069.0,3040000.0,6.24,48506.3,48454.4,48765.6,47987.5,4920000.0,-0.95,59294.1,59226.9,59495.8,58016.8,1820000.0,-0.68,35452.0,35842.0,36378.0,34430.0,6770000.0,-2.67,20440.0,20520.0,20520.0,20240.0,2340000.0,-0.58,29126.3,29011.6,29355.6,28782.2,49500000.0,-0.97,13957.0,14018.0,14171.0,13835.0,8690000.0,-2.56,12666.5,12621.3,12711.7,12508.2,19800000.0,-0.88,118710.0,116641.0,119950.0,116641.0,1590000.0,0.35,61500.0,60159.0,62344.0,60159.0,2660000.0,0.65,47579.0,47483.0,47963.0,47291.0,981600.0,-0.8,151589.0,151685.0,153412.0,149671.0,112100.0,-0.19,18639.0,18990.7,18990.7,18639.0,24030000.0,-1.85,26272.5,26198.9,26346.0,26125.3,2210000.0,-0.83,37407.1,37762.6,37940.3,37140.6,9650000.0,-1.64,26800.0,26850.0,27050.0,26500.0,14210000.0,-1.11,50400.0,50100.0,50900.0,49750.0,10060000.0,-0.59,26702.0,26435.0,26969.0,26368.0,8930000.0,-0.25,75301.0,76273.0,77536.0,73941.0,13430000.0,-3.0,15520.0,15128.0,15520.0,14970.0,7600000.0,2.6,85600.0,85500.0,86400.0,85000.0,4520000.0,-1.27,123500.0,124200.0,124200.0,122000.0,631600.0,-0.56,1446.22,1444.75,1455.71,1433.77,167220.0,-0.85,82953.6,82206.3,83047.0,81926.0,3100000.0,0.11,24778.1,24889.2,25074.4,24629.9,18590000.0,-0.89,28400.0,28500.0,29150.0,27350.0,8420000.0,-3.07
2021-09-22,77032.0,76180.0,77032.0,75871.0,462930.0,1.53,25280.0,25440.0,25600.0,25280.0,3350000.0,-0.63,44707.0,45150.0,45298.0,44313.0,47500.0,0.44,31340.6,31340.6,31578.0,30944.9,1590000.0,-0.13,30601.3,30650.1,30796.6,30406.1,7710000.0,-0.48,71992.0,69157.0,71992.0,69157.0,2100000.0,6.96,48350.6,48350.6,48454.4,48091.2,3700000.0,-0.32,59428.6,59495.8,60168.1,58890.8,897630.0,0.23,36037.0,35550.0,36232.0,35355.0,3560000.0,1.65,20360.0,20440.0,20440.0,20080.0,1890000.0,-0.39,29183.6,29126.3,29298.3,29011.6,22550000.0,0.2,13804.0,13957.0,13988.0,13774.0,5950000.0,-1.1,12666.5,12666.5,12734.3,12530.8,19490000.0,0.0,121605.0,119950.0,123259.0,118710.0,1030000.0,2.44,62444.0,61599.0,62791.0,61550.0,2590000.0,1.53,48059.0,47771.0,48538.0,47579.0,553000.0,1.01,151589.0,152069.0,153029.0,151589.0,91500.0,0.0,18639.0,18639.0,18850.0,18428.0,19540000.0,0.0,26272.5,26309.3,26346.0,25867.7,2590000.0,0.0,37140.6,37629.3,37673.7,37007.3,7000000.0,-0.71,26700.0,26800.0,26850.0,26550.0,8390000.0,-0.37,50500.0,50900.0,50900.0,49900.0,4960000.0,0.2,26769.0,26902.0,26902.0,26235.0,5630000.0,0.25,75787.0,75787.0,75982.0,73844.0,8760000.0,0.65,15245.0,15717.0,15717.0,15206.0,2310000.0,-1.77,86100.0,85600.0,86900.0,85400.0,2850000.0,0.58,123300.0,123500.0,123700.0,121500.0,701200.0,-0.16,1453.22,1449.44,1454.19,1440.02,122880.0,0.48,85475.8,82673.3,85662.7,82673.3,10050000.0,3.04,24741.0,24778.1,24815.1,24444.7,12480000.0,-0.15,28450.0,28400.0,28800.0,28000.0,4080000.0,0.18
