Ngày,VCB_Lần cuối,PC1,PC2,PC3,Cluster
2020-05-07,53525.0,-16.192758721806733,-0.6261304938232961,-3.1166373629395454,3
2020-05-08,56443.0,-15.465496589697318,-0.3466267953006868,-4.03570180726963,3
2020-05-11,57211.0,-15.539461568382112,-0.11559199960937927,-3.1124869870157297,3
2020-05-12,58055.0,-15.462782010490255,0.08248082874687652,-3.276311782430787,3
2020-05-13,58055.0,-15.135362368868359,0.028871858620212104,-3.8422090708716534,3
2020-05-14,58363.0,-15.399275037172597,0.012450315699790942,-3.0661076938102516,3
2020-05-15,58363.0,-15.534599459208142,-0.02179864818224933,-2.926432836784,3
2020-05-18,60282.0,-15.551633848697447,-0.1005577143190338,-2.796872737055546,3
2020-05-19,60666.0,-14.898009638630073,0.31451059237378376,-3.1903022649015798,3
2020-05-20,61127.0,-15.23831904681798,0.4495864351082319,-2.686784104773792,3
2020-05-21,62356.0,-14.91588724202655,0.6420989283939853,-3.1758021618880696,3
2020-05-22,62202.0,-15.00938741954541,0.47501686557331035,-3.02289995885321,3
2020-05-25,62279.0,-15.008816620285856,0.4788441484664756,-3.0438221170722053,3
2020-05-26,63354.0,-14.908321098541558,0.6080646331591244,-2.8518822324602113,3
2020-05-27,63661.0,-14.656859465512987,0.5342509008839791,-3.0186136076512504,3
2020-05-28,64890.0,-14.943674785171634,0.45388266071226324,-2.7885525268955194,3
2020-05-29,65427.0,-14.976514057673475,0.5003811686989035,-2.703497226264302,3
2020-06-01,66426.0,-14.711438643829668,0.8104237757094778,-2.597343527752779,3
2020-06-02,66503.0,-14.441390900258773,0.909122316939305,-2.796849720833928,3
2020-06-03,67501.0,-14.398578094223405,0.8641656434630894,-2.80815575082243,3
2020-06-04,68346.0,-14.234622111453772,1.1430286893140404,-2.554416619661214,3
2020-06-05,68346.0,-14.37794140462952,1.1006104396567848,-2.55547633420774,3
2020-06-08,68653.0,-13.817902245943081,1.1355632897462549,-3.3581586527108063,3
2020-06-09,68730.0,-13.975642510496964,1.3908875185558025,-3.0603467559062545,3
2020-06-10,68806.0,-14.136189337275235,1.2833851317341969,-2.740677227936008,3
2020-06-11,67578.0,-14.005381790406275,0.9691233530588065,-3.6581553873749084,3
2020-06-12,65735.0,-14.716654304727381,0.10113805612096198,-3.5101741502280737,3
2020-06-15,62970.0,-14.597670366319461,-0.009087455680806178,-3.170085118283308,3
2020-06-16,64276.0,-14.758364042938652,-0.01618554300427955,-2.905905576727614,3
2020-06-17,64660.0,-14.949485974021488,0.2911303765230725,-2.6102031988201957,3
2020-06-18,65274.0,-15.068200920706024,0.19097145784562916,-2.59022909463814,3
2020-06-19,65581.0,-14.792737101503517,0.29699523233953656,-2.6215329977245734,3
2020-06-22,65658.0,-14.705172456494928,0.41954006465258703,-2.6742165019502546,3
2020-06-23,66042.0,-14.7118267739256,0.3976016517658873,-2.684129143894348,3
2020-06-24,65043.0,-14.88886464651934,0.23764560101108514,-2.4507006529428503,3
2020-06-25,64276.0,-15.063202018612525,0.11294087293930444,-2.6511394595824798,3
2020-06-26,63968.0,-15.048535886783064,0.01994807479638898,-2.3879470744067346,3
2020-06-29,62586.0,-15.291166710544426,-0.33221517431870323,-2.771671275906221,3
2020-06-30,61665.0,-15.505626980709955,-0.4785596821129473,-2.65520765138279,3
2020-07-01,63508.0,-15.413405482811308,-0.6177554430053219,-2.2952176427534363,3
2020-07-02,63431.0,-15.261626732086423,-0.43355668108701256,-2.3024838677320942,3
2020-07-03,63738.0,-15.16131341834824,-0.36132011818184145,-2.25342577422074,3
2020-07-06,63661.0,-14.992891735867579,-0.0352389829985956,-2.6065897105186546,3
2020-07-07,64045.0,-14.764896632142685,0.3506404931964183,-3.045882072404285,3
2020-07-08,63738.0,-14.939343168838025,0.1567419449967152,-2.500629843674315,3
2020-07-09,64199.0,-14.6123532790802,0.41944656348843656,-2.915582222007367,3
2020-07-10,63508.0,-14.77522364463143,0.4955791050400836,-2.68529643776001,3
2020-07-13,63661.0,-14.711647810155148,0.3943702230530478,-2.801517488578731,3
2020-07-14,63738.0,-14.782313633168183,0.09584071658849172,-2.5032954053951024,3
2020-07-15,64122.0,-14.568527041473683,0.135128717356852,-2.6923061598307276,3
2020-07-16,64122.0,-14.525823858010755,0.3985058586475504,-2.658865370817125,3
2020-07-17,63584.0,-14.622485872004987,0.39838984313813625,-2.4392950012780195,3
2020-07-20,63124.0,-14.60407901050922,0.22812747115603704,-2.6644376625658968,3
2020-07-21,63354.0,-14.699918673516782,0.0719852495430859,-2.5505079000518074,3
2020-07-22,63354.0,-14.769917304144638,0.03483525118533303,-2.4354092488492673,3
2020-07-23,63354.0,-14.81816526329271,0.07605519047422525,-2.543170413032194,3
2020-07-24,62202.0,-14.82991685441508,-0.23271726240751023,-3.2778948652132796,3
2020-07-27,59130.0,-15.616293854076547,-1.3151411011616088,-3.315749973124241,3
2020-07-28,60282.0,-15.722404471648455,-1.083748556298119,-2.7864408609868954,3
2020-07-29,59514.0,-15.961600942377448,-1.17271241283218,-2.7153138275954416,3
2020-07-30,59438.0,-16.00607138443825,-1.10715994184618,-2.3085261601172897,3
2020-07-31,58670.0,-16.02761029299464,-1.248757897113005,-2.480163768331638,3
2020-08-03,60513.0,-15.796401735312505,-0.962225660795916,-2.516442692374849,3
2020-08-04,62893.0,-15.362184051180558,-0.7068379816876579,-2.3252786915410906,3
2020-08-05,63508.0,-15.140413921111193,-0.4524209427497851,-2.5088723045246066,3
2020-08-06,63584.0,-15.088912604195235,-0.38954357828798647,-2.4021431797749027,3
2020-08-07,63661.0,-15.256204940873355,-0.27658842647683446,-2.2638249272489968,3
2020-08-10,62893.0,-14.985339958816967,-0.1855378511121068,-2.4675665293666236,3
2020-08-11,63047.0,-14.995909937723713,-0.35483584823999686,-2.22506526153839,3
2020-08-12,63047.0,-14.810358122713712,-0.3762507263503348,-2.29098782988162,3
2020-08-13,63738.0,-14.662291306672277,-0.2436671397460885,-2.461835581071724,3
2020-08-14,62970.0,-14.675365441121125,-0.14736737605002045,-2.6591969051408104,3
2020-08-17,63200.0,-14.903692790999239,-0.2908507332492566,-2.282800841870885,3
2020-08-18,63200.0,-14.87475948614797,-0.3737922988826866,-2.1428894779076995,3
2020-08-19,63738.0,-14.80067864461048,-0.3047989108445908,-2.2242029881113505,3
2020-08-20,63738.0,-14.520221811146556,-0.34490990917256387,-2.5463360654712472,3
2020-08-21,63661.0,-14.580352721363086,-0.23403248737285268,-2.321123932254038,3
2020-08-24,64429.0,-13.809168331112808,0.07045492505759753,-2.505007822395681,3
2020-08-25,64429.0,-13.735726988485053,-0.08213975751171791,-2.90492928150791,3
2020-08-26,64122.0,-13.924169300608353,0.18896589431328017,-2.4135969658101306,3
2020-08-27,64122.0,-13.959439764016361,0.10921079349265765,-2.3942455467381993,3
2020-08-28,64045.0,-13.642621612499113,0.0884126840886596,-2.7871490265264613,3
2020-08-31,63738.0,-13.661788616740948,0.20726844320556706,-2.599647780372559,3
2020-09-01,63738.0,-13.728439340787316,0.4481466846601096,-2.563337824066763,3
2020-09-03,66195.0,-13.279808320633846,0.7050185398231053,-2.7826413295770713,3
2020-09-04,65197.0,-13.314072155941977,0.6769844180827655,-2.7273726819519712,3
2020-09-07,64199.0,-13.459047173880798,0.7094526337850908,-2.4120510719160544,3
2020-09-08,63354.0,-13.669201765251527,0.5498134581818016,-2.363381672388602,3
2020-09-09,63124.0,-13.626584735972033,0.4728618279808539,-2.249997474356442,3
2020-09-10,63047.0,-13.610484181422182,0.6078675819294858,-2.043857431174779,3
2020-09-11,63200.0,-13.767707294758175,0.5836491694215102,-2.274094241653374,3
2020-09-14,63738.0,-13.654484505900657,0.7384029520788974,-2.331311594398747,3
2020-09-15,63354.0,-13.597223420476196,0.7672594343367256,-2.4917350190761134,3
2020-09-16,63661.0,-13.785046087672162,0.7246487417454308,-2.2788335748973187,3
2020-09-17,63354.0,-13.642603743803571,0.8315471792554285,-2.5748194888818756,3
2020-09-18,63661.0,-13.510452009833704,0.6660018739483439,-2.800042423325987,3
2020-09-21,63738.0,-13.215688545990416,0.9170880040986504,-2.9037757270179174,3
2020-09-22,64506.0,-13.289789727061322,1.2056893566664793,-2.818206040496756,3
2020-09-23,65581.0,-13.161288985936531,1.1038036025886298,-2.7143248524966825,3
2020-09-24,66119.0,-13.149220302929818,0.9764281807138606,-2.5505300186982605,3
2020-09-25,66042.0,-13.113782419673178,1.012967977502108,-2.1875301752037415,3
2020-09-28,66042.0,-12.904962137678687,0.8945583616102428,-2.714953847454896,3
2020-09-29,64967.0,-12.713449099012395,0.8870343972285094,-3.2363275391541015,3
2020-09-30,64583.0,-13.045614521201108,0.8285738142520441,-2.75543051679682,3
2020-10-01,65120.0,-12.826205839034925,0.9039160415839184,-2.7267476684946925,3
2020-10-02,64506.0,-12.700454279427229,0.9250936166713651,-3.054945342396854,3
2020-10-05,64122.0,-12.63710459867676,1.080087998336348,-2.83339367091885,3
2020-10-06,64429.0,-12.304659862338994,1.070003826691139,-3.0102909068917225,3
2020-10-07,65274.0,-12.257281933067308,0.9897853971467694,-2.8678873846320148,3
2020-10-08,65120.0,-12.272590682175382,1.2364486852465189,-2.895868417386453,3
2020-10-09,65120.0,-12.276617914558257,1.2379210758047132,-2.4071736075778407,3
2020-10-12,65965.0,-11.902550780733423,1.3080278131759937,-2.7967596816502764,3
2020-10-13,66426.0,-12.087983954965026,1.2739313450741998,-2.504754782110462,3
2020-10-14,67731.0,-11.601797567813554,1.43989485933062,-3.1531864265859166,3
2020-10-15,68038.0,-11.410402984312364,1.833665223762881,-2.96430249466076,3
2020-10-16,67731.0,-11.316452935980196,1.7248524233889913,-3.2639556132404866,3
2020-10-19,67194.0,-11.263246776790913,1.7152951723069407,-2.8980524325310384,3
2020-10-20,67347.0,-11.186825383889666,1.6625921377105852,-2.9632948569010265,3
2020-10-21,66195.0,-11.087480176189041,1.766539526332092,-3.1220289773583554,3
2020-10-22,66503.0,-11.223125123847499,1.8272662200639291,-2.939295683893392,3
2020-10-23,67194.0,-10.682591555320188,2.053249417047457,-3.5593151636521343,3
2020-10-26,66042.0,-11.069654727569782,2.425473136401819,-3.4719730052984046,3
2020-10-27,66042.0,-11.419910078390023,2.2326261071407676,-3.2500474344253685,3
2020-10-28,64660.0,-11.465412708968138,1.5240934376396142,-3.6408342171876202,3
2020-10-29,64199.0,-11.939839692809674,1.124059816244415,-3.2726383096519265,3
2020-10-30,63738.0,-12.012983457915158,1.2261442580657416,-3.112609709382677,3
2020-11-02,65888.0,-12.055641301266443,1.3851803524548805,-2.736058550702089,3
2020-11-03,65274.0,-11.593284485388702,1.650182177254879,-3.3605039807750177,3
2020-11-04,65274.0,-11.50917427023468,1.5499518983920357,-3.1495639621977807,3
2020-11-05,65274.0,-11.575271030345595,1.6552642428681879,-2.90157220333055,3
2020-11-06,65274.0,-11.831042646840118,1.5801258092246118,-2.609115249000365,3
2020-11-09,65658.0,-11.290423783782286,1.903682191005186,-2.6021869194401615,3
2020-11-10,65351.0,-10.911799935441659,2.1499698113533943,-3.191855195544166,3
2020-11-11,65197.0,-11.174770873240865,1.9474205763063988,-2.7882612778076807,3
2020-11-12,66349.0,-11.217171071536946,2.0224599058913464,-2.3120458346636865,3
2020-11-13,66733.0,-10.962534540674188,2.200774486615846,-2.7457537165187573,3
2020-11-16,65888.0,-10.523697383001338,2.0291313333855787,-3.7778408569740054,3
2020-11-17,67270.0,-10.697552942168654,1.9581064053599009,-3.378839976914723,3
2020-11-18,67270.0,-10.404456637078322,2.290328543221354,-3.2267212479051266,3
2020-11-19,69267.0,-10.115446674965447,2.2867142029040957,-3.5543996806443645,3
2020-11-20,71033.0,-10.31070758466656,2.4351374083120727,-2.6445345626112666,3
2020-11-23,70342.0,-10.192243013670883,2.5389124148011772,-2.8710888732473827,3
2020-11-24,70957.0,-9.910676313893891,2.78701875715913,-3.3762957859957354,3
2020-11-25,71801.0,-9.975068967057096,3.014600319944396,-3.083759232782054,3
2020-11-26,72185.0,-9.99902942458553,2.813394981623787,-2.8326877172620724,3
2020-11-27,72569.0,-9.628174234913585,2.460633254829943,-2.8736187509553024,3
2020-11-30,71417.0,-9.423235700940637,2.6521038420817975,-3.0106499735922942,5
2020-12-01,70649.0,-9.557512962162821,2.730558920372726,-3.310254330187719,5
2020-12-02,71801.0,-9.280033168848787,2.84249544476778,-2.9151261506581747,5
2020-12-03,71801.0,-9.467104155411134,3.0139764529719173,-2.645654161638254,5
2020-12-04,69958.0,-9.325596845071313,3.145895392564655,-2.653570210908109,5
2020-12-07,71494.0,-9.288704160642602,3.3039482017631188,-2.499491019929983,5
2020-12-08,71494.0,-9.109163755885701,3.3521838016884544,-2.6037719320400696,5
2020-12-09,74105.0,-8.73393033743144,3.259617222710404,-2.9743209487215623,5
2020-12-10,74643.0,-8.688019053678996,3.3712251874813344,-3.152953546938767,5
2020-12-11,74643.0,-8.925906659908216,3.335079832323365,-2.676383260474061,5
2020-12-14,76716.0,-8.349789568456707,3.6887478702084033,-3.0516487948842648,5
2020-12-15,75103.0,-8.151130868066533,3.764438426196196,-3.369641975851446,5
2020-12-16,76716.0,-8.228777695848798,3.8037189843877264,-2.938630652349385,5
2020-12-17,73721.0,-7.820386449011759,3.6759749701079283,-3.8553942505422274,5
2020-12-18,75948.0,-7.741176974748479,3.8213833482090585,-3.290254291226961,5
2020-12-21,76567.0,-7.244332551425564,4.198399862098356,-3.1625587508205237,5
2020-12-22,75793.0,-7.134705665692078,4.453709190619407,-3.057729700346717,5
2020-12-23,75484.0,-7.049762854833364,4.424599221416592,-3.0880390887283684,5
2020-12-24,75329.0,-7.464219796200467,4.16171956524267,-3.354252731700072,5
2020-12-25,75561.0,-7.503539717479225,4.263073427494345,-2.8850105934756094,5
2020-12-28,75871.0,-6.953730262260895,4.47311812045349,-2.9202017140067307,5
2020-12-29,76800.0,-6.945909423331078,4.567186257107458,-2.5254049449970757,5
2020-12-30,75793.0,-7.14741825942179,4.841654669747834,-2.6629261817914753,5
2020-12-31,75793.0,-7.155252097977138,4.665838069665947,-2.5958008823989696,5
2021-01-04,76645.0,-6.219322708853063,5.147677027591889,-3.0941720585956722,5
2021-01-05,76877.0,-6.06025027864666,5.208497722451773,-3.3259330073134215,5
2021-01-06,81290.0,-5.440643218474563,5.498051125536878,-3.5040976277501095,5
2021-01-07,82838.0,-5.287098289345945,5.604766691424276,-3.392449035766506,5
2021-01-08,81135.0,-4.9448664638672355,6.010227525381391,-3.3282952589739105,5
2021-01-11,80903.0,-4.921302137101825,6.475215471978104,-3.097332523152019,5
2021-01-12,81755.0,-5.074364969320894,6.782631650323976,-2.9941607668119845,5
2021-01-13,81135.0,-4.56972015063206,6.7879325471174425,-3.7398264320071424,5
2021-01-14,80438.0,-4.834110512267595,6.51279117736908,-2.941746573397313,5
2021-01-15,79896.0,-4.363058753843508,6.834544411511543,-3.311619525975488,5
2021-01-18,79974.0,-4.378930055331381,7.1461661031117805,-2.828265357240024,5
2021-01-19,76645.0,-5.070688557985278,6.234448164560312,-3.483779054856408,5
2021-01-20,76722.0,-5.9267856554212015,5.8289782925608264,-3.6514674431589236,5
2021-01-21,79742.0,-5.589901773141802,6.073404032789551,-2.734607006382315,5
2021-01-22,79742.0,-5.169662406174634,6.1502974776258466,-2.4977831775405313,5
2021-01-25,79355.0,-5.258363672429454,6.152438667656825,-2.5518195667429397,5
2021-01-26,78116.0,-5.834673649000262,5.835767228957647,-2.4572881456491817,5
2021-01-27,75406.0,-6.452288632079443,4.955670160310016,-2.4830450511006186,5
2021-01-28,70142.0,-7.847807549638168,3.4613967811951585,-2.8839324269698885,5
2021-01-29,72000.0,-7.810555498627791,3.205679962454995,-3.6322067443288883,5
2021-02-01,70529.0,-7.9484545734932475,3.433548395638172,-2.6062901652792676,5
2021-02-02,74709.0,-7.944138919706216,3.6204646187334077,-3.0770804647597547,5
2021-02-03,76567.0,-6.929465746634702,4.699152920419878,-3.1124466299559126,5
2021-02-04,76567.0,-6.817069775537155,4.819335268886111,-2.658995211864122,5
2021-02-05,77419.0,-6.468031852566054,4.896621718810808,-2.3171896657016045,5
2021-02-08,72851.0,-6.158273423363232,4.438973043269248,-3.530498705442751,5
2021-02-09,75251.0,-6.652876812854124,4.322271832327412,-2.922788523660196,5
2021-02-17,77419.0,-5.594368029409457,4.991376042276274,-2.398531817151774,5
2021-02-18,78967.0,-5.056289209612102,5.540921189790445,-2.2207667961462674,5
2021-02-19,78425.0,-4.97824132740624,5.784406430826784,-2.417240375499011,5
2021-02-22,77884.0,-4.702310326110554,5.808785212486606,-2.322583883077077,5
2021-02-23,77419.0,-4.414524581415816,5.845361324333823,-2.9896529686684126,5
2021-02-24,75948.0,-4.76991839070082,5.772651855269898,-2.3815263558030795,5
2021-02-25,76025.0,-4.839176007827535,5.523747666644594,-2.353464690024262,5
2021-02-26,76025.0,-4.843086027988361,5.4578450685527375,-2.613001612703311,5
2021-03-01,76800.0,-4.332137032493476,5.781077154174447,-2.246968382833014,5
2021-03-02,76877.0,-3.719192974540364,5.945446988623038,-2.643463318455967,5
2021-03-03,76180.0,-3.9277892755724797,5.912987751954936,-2.017383946945044,5
2021-03-04,75329.0,-4.178183089777354,5.764811514021934,-2.300879454876171,5
2021-03-05,74632.0,-4.4491475908124745,5.300657530132976,-2.187056342389571,5
2021-03-08,73703.0,-4.298306816901925,5.3384153560742895,-1.6803171822419245,5
2021-03-09,73548.0,-4.6963705878668405,4.87872392341435,-1.7175013863596462,5
2021-03-10,73935.0,-4.5786958604310986,5.1153193987581655,-1.9181594237117447,5
2021-03-11,74555.0,-4.0339465122296945,5.590435344409018,-2.2545986169082717,5
2021-03-12,74167.0,-3.9066285715344677,5.595703460661812,-2.383267013241758,5
2021-03-15,74555.0,-4.009370855065123,5.464568804563446,-1.9784768621662445,5
2021-03-16,74090.0,-3.882373851925294,5.475480243362019,-2.7688726341717107,5
2021-03-17,74013.0,-3.829830656676168,5.466108106550337,-2.3714638815157696,5
2021-03-18,75484.0,-3.330057995263156,5.6204189589238345,-2.6781576604300823,5
2021-03-19,72929.0,-3.371529315421656,5.619551900976304,-2.5789471817353267,5
2021-03-22,75096.0,-3.606278532832307,5.651662994619733,-2.241697365512022,5
2021-03-23,74167.0,-3.8554833148113494,5.322660216886226,-2.392938692553641,5
2021-03-24,73316.0,-4.375595226004115,4.972760431226095,-2.5244515031289056,5
2021-03-25,73626.0,-4.526346884965533,4.886572041871277,-2.3583434395600995,5
2021-03-26,73471.0,-4.500558968680479,4.762790532414115,-2.976374459707283,5
2021-03-29,73780.0,-4.231678538933943,5.09673277439878,-2.126333404510027,5
2021-03-30,73393.0,-3.8198887839506876,5.772313659215308,-2.111242520042608,5
2021-03-31,73393.0,-3.519576062686415,5.819346236903406,-2.070431365462958,5
2021-04-01,75019.0,-2.8393887746412028,5.941573341276662,-2.262265435480591,5
2021-04-02,75716.0,-2.429325809830273,6.597993832762116,-2.2527905570624838,5
2021-04-05,78967.0,-2.1446356860160027,6.804963229949226,-2.1997326537388857,5
2021-04-06,78890.0,-2.07052559764436,6.482570272125865,-2.2903306710135936,5
2021-04-07,78890.0,-2.1489612313732716,6.649143617627933,-1.8493893740989864,5
2021-04-08,77419.0,-2.1248659683921973,6.507937450472006,-1.9540142885103207,5
2021-04-09,75484.0,-2.3726761307336237,6.135651247321594,-2.3891147903048897,5
2021-04-12,76567.0,-1.8373486304117004,6.528464714708912,-2.882159987817592,5
2021-04-13,75484.0,-1.6044712107597805,7.026588869092257,-3.205070027549413,5
2021-04-14,76413.0,-2.0238209941505256,6.746042833037839,-2.5298948237665315,5
2021-04-15,75484.0,-1.8374776849678625,6.923750522944255,-2.994745958495083,5
2021-04-16,74555.0,-2.1984358932269346,6.521306815345202,-2.975168341961809,5
2021-04-19,76258.0,-1.9037430734699585,6.622344820696029,-2.735865569994409,5
2021-04-20,79742.0,-0.9164651395953611,6.981738460533485,-3.8993881623099647,5
2021-04-22,79742.0,-1.9032622181689614,6.580312940411637,-2.8010343862522387,5
2021-04-23,80516.0,-2.0256143417006482,6.078708665007452,-2.7072802869532318,5
2021-04-26,76335.0,-2.026762977369771,5.961408282072082,-3.062197382047044,5
2021-04-27,76645.0,-2.7029216643152503,5.546037195838071,-2.187939167522548,5
2021-04-28,76645.0,-2.178130893657403,5.783734144474297,-2.2292120611032633,5
2021-04-29,77419.0,-1.5239394464602123,5.768306728254379,-2.7980388209757514,5
2021-05-04,76722.0,-1.379832117788309,5.675331391979591,-2.585834561189793,5
2021-05-05,78348.0,-0.4668054573987354,5.684526237941286,-3.4953108397917103,5
2021-05-06,76877.0,-0.6431703101065791,5.64152642146396,-2.8319230675280984,5
2021-05-07,75096.0,-0.2648145049662347,5.414629275915101,-3.3557723675672477,5
2021-05-10,75948.0,0.03679874568397806,5.533899137928645,-3.468214797121927,5
